32.0 28.0 0.0408163265306 273.539719792 1.0 0.0542743389423 0.999996780566 0.999999165344 0.851063412452 0.000212840544872
240.0 82.0 0.0356930398572 153.75465075 1.0 0.186083447802 0.999981756645 0.999997138322 0.914892186136 0.000729739010989
92.0 52.0 0.0340236686391 294.317378782 1.0 0.108548677885 0.999992070667 0.999998330688 0.882352106502 0.000425681089744
44.0 32.0 0.04296875 72.2872929482 1.0 0.0620278159341 0.99999588628 0.999999046107 0.868851982061 0.000243246336996
175.0 78.0 0.0287639710717 217.957037579 1.05405405405 0.17832997081 0.999985810698 0.999997257559 0.893021884555 0.000699333218864
140.0 68.0 0.030276816609 27.0122524177 1.0 0.116302154876 0.999988672398 0.999998211451 0.914284819988 0.000456086881868
154.0 66.0 0.0353535353535 38.9814219879 1.0 0.155069539835 0.999987599258 0.999997615269 0.893615828879 0.000608115842491
134.0 64.0 0.03271484375 86.8140079535 1.03225806452 0.124055631868 0.999989089728 0.999998092215 0.90419066285 0.000486492673993
260.0 102.0 0.0249903883122 160.738449447 1.08510638298 0.232604309753 0.999979610378 0.999996422903 0.903844365237 0.000912173763736
86.0 52.0 0.0318047337278 456.144106836 1.0 0.108548677885 0.99999242838 0.999998330688 0.876105360016 0.000425681089744
60.0 38.0 0.0415512465374 255.855115399 1.0 0.0620278159341 0.99999475352 0.999999046107 0.899999523044 0.000243246336996
14.0 22.0 0.0289256198347 376.947375933 1.0 0.0542743389423 0.999998032567 0.999999165344 0.730768813434 0.000212840544872
247.0 98.0 0.0257184506456 122.346386195 1.13953488372 0.201590401786 0.999980743131 0.999996899849 0.912456362331 0.000790550595238
22.0 28.0 0.0280612244898 410.592403009 1.0 0.0775347699176 0.999997197899 0.999998807634 0.729729133536 0.000304057921245
203.0 82.0 0.0301903628792 162.361402728 1.0 0.201590401786 0.999983843284 0.999996899849 0.893876000899 0.000790550595238
86.0 50.0 0.0344 211.308290604 1.0 0.108548677885 0.999992487999 0.999998330688 0.874999165326 0.000425681089744
21.0 26.0 0.0310650887574 454.325085334 1.0 0.0697812929258 0.999997376757 0.999998926871 0.742856606283 0.000273652129121
77.0 44.0 0.0397727272727 24.1136940947 1.0 0.0852882469093 0.999993382283 0.999998688398 0.889999344185 0.00033446371337
124.0 84.0 0.0175736961451 62.9199148849 1.0243902439 0.186083447802 0.999988612771 0.999997138322 0.856285994275 0.000729739010989
166.0 74.0 0.0303140978817 163.366329331 1.0 0.147316062843 0.99998670498 0.999997734505 0.906861612319 0.000577710050366
31.0 30.0 0.0344444444444 193.45233397 1.0 0.0930417239011 0.99999648247 0.999998569161 0.744680135631 0.000364869505495
69.0 44.0 0.0356404958678 348.522820672 1.0 0.100795200893 0.999993739996 0.999998449925 0.85869487712 0.000395275297619
95.0 70.0 0.019387755102 236.865862041 1.0 0.155069539835 0.999990997524 0.999997615269 0.847327051881 0.000608115842491
171.0 74.0 0.0312271731191 204.627095011 1.0 0.17832997081 0.999986168409 0.999997257559 0.889950781851 0.000699333218864
89.0 52.0 0.0329142011834 161.956121479 1.04 0.0852882469093 0.999992428382 0.999998688398 0.905171757977 0.00033446371337
48.0 40.0 0.03 280.778796984 1.0 0.0775347699176 0.99999529009 0.999998807634 0.855071867574 0.000304057921245
135.0 60.0 0.0375 128.374424339 1.0 0.0852882469093 0.999989447445 0.999998688398 0.933734283941 0.00033446371337
123.0 58.0 0.0365636147444 183.580106032 1.0 0.116302154876 0.999989984009 0.999998211451 0.901959890018 0.000456086881868
164.0 68.0 0.0354671280277 190.068036262 1.0 0.13180910886 0.999987122313 0.999997972978 0.914571850783 0.000516898466117
75.0 50.0 0.03 77.9979454959 1.0 0.108548677885 0.999993143806 0.999998330688 0.86138530394 0.000425681089744
78.0 50.0 0.0312 366.69209152 1.0 0.108548677885 0.999992964949 0.999998330688 0.865383780711 0.000425681089744
11.0 28.0 0.0140306122449 582.44079601 1.0 0.0697812929258 0.999997913329 0.999998926871 0.653845617273 0.000273652129121
219.0 110.0 0.0180991735537 27.3356476318 1.12244897959 0.224850832761 0.999981875874 0.99999654214 0.89454372556 0.000881767971612
69.0 40.0 0.043125 236.96067485 1.0 0.0852882469093 0.999993978472 0.999998688398 0.877777121963 0.00033446371337
68.0 76.0 0.0117728531856 221.247711709 1.05555555556 0.193836924794 0.99999213028 0.999997019086 0.766353649697 0.000760144803114
90.0 52.0 0.0332840236686 351.078982199 1.0 0.124055631868 0.999992070665 0.999998092215 0.863246909334 0.000486492673993
182.0 74.0 0.0332359386413 74.0074453339 1.0 0.139562585852 0.999985810704 0.999997853742 0.918180745022 0.000547304258242
64.0 42.0 0.0362811791383 213.71394521 1.0 0.100795200893 0.999994097709 0.999998449925 0.848836434249 0.000395275297619
