93 66.0 0.021349862259 266.457545661 1.03125[[ 0.16282302]][[ 0.99999118]][[ 0.9999975]][[ 0.83464442]][[ 0.00063852]][[ 0.99998235]]
51 36.0 0.0393518518519 212.506311731 1.0[[ 0.09304172]][[ 0.99999511]][[ 0.99999857]][[ 0.82857071]][[ 0.00036487]][[ 0.99999022]]
39 32.0 0.0380859375 72.0199723965 1.0[[ 0.05427434]][[ 0.99999624]][[ 0.99999917]][[ 0.87499958]][[ 0.00021284]][[ 0.99999249]]
38 54.0 0.0130315500686 75.9686091936 1.08[[ 0.12405563]][[ 0.99999511]][[ 0.99999809]][[ 0.7575748]][[ 0.00048649]][[ 0.99999022]]
72 50.0 0.0288 79.0167923258 1.0[[ 0.10854868]][[ 0.99999332]][[ 0.99999833]][[ 0.85714202]][[ 0.00042568]][[ 0.99998665]]
131 76.0 0.0226800554017 8.58157937785 1.15151515152[[ 0.13180911]][[ 0.99998885]][[ 0.99999797]][[ 0.89999899]][[ 0.0005169]][[ 0.9999777]]
41 36.0 0.0316358024691 145.923075366 1.0[[ 0.07753477]][[ 0.99999583]][[ 0.99999881]][[ 0.83333274]][[ 0.00030406]][[ 0.99999165]]
93 50.0 0.0372 113.482574728 1.0[[ 0.1007952]][[ 0.99999213]][[ 0.99999845]][[ 0.89075553]][[ 0.00039528]][[ 0.99998426]]
30 32.0 0.029296875 244.043375883 1.0[[ 0.07753477]][[ 0.9999966]][[ 0.99999881]][[ 0.78723345]][[ 0.00030406]][[ 0.9999932]]
21 26.0 0.0310650887574 368.72726222 1.0[[ 0.07753477]][[ 0.99999732]][[ 0.99999881]][[ 0.71428512]][[ 0.00030406]][[ 0.99999463]]
72 52.0 0.0266272189349 36.0184592678 1.0[[ 0.09304172]][[ 0.99999338]][[ 0.99999857]][[ 0.87878716]][[ 0.00036487]][[ 0.99998676]]
145 80.0 0.02265625 243.234823454 1.05263157895[[ 0.16282302]][[ 0.99998766]][[ 0.9999975]][[ 0.88709552]][[ 0.00063852]][[ 0.99997532]]
175 80.0 0.02734375 255.295446329 1.08108108108[[ 0.16282302]][[ 0.99998587]][[ 0.9999975]][[ 0.90277653]][[ 0.00063852]][[ 0.99997174]]
29 36.0 0.0223765432099 89.3714936797 1.05882352941[[ 0.08528825]][[ 0.99999648]][[ 0.99999869]][[ 0.77083268]][[ 0.00033446]][[ 0.99999296]]
84 72.0 0.0162037037037 125.201690749 1.0[[ 0.19383692]][[ 0.9999913]][[ 0.99999702]][[ 0.79338694]][[ 0.00076014]][[ 0.99998259]]
216 102.0 0.0207612456747 71.7976780087 1.13333333333[[ 0.2015904]][[ 0.99998247]][[ 0.9999969]][[ 0.90298352]][[ 0.00079055]][[ 0.99996494]]
30 30.0 0.0333333333333 541.138384133 1.0[[ 0.05427434]][[ 0.99999684]][[ 0.99999917]][[ 0.84782567]][[ 0.00021284]][[ 0.99999368]]
110 58.0 0.0326991676576 367.980483489 1.03571428571[[ 0.1007952]][[ 0.99999088]][[ 0.99999845]][[ 0.90714208]][[ 0.00039528]][[ 0.99998176]]
61 48.0 0.0264756944444 86.347805235 1.0[[ 0.10854868]][[ 0.99999404]][[ 0.99999833]][[ 0.83720847]][[ 0.00042568]][[ 0.99998808]]
20 28.0 0.0255102040816 357.350607482 1.0[[ 0.05427434]][[ 0.9999975]][[ 0.99999917]][[ 0.79999958]][[ 0.00021284]][[ 0.99999499]]
218 94.0 0.0246717971933 126.461676007 1.02173913043[[ 0.23260431]][[ 0.99998235]][[ 0.99999642]][[ 0.88721626]][[ 0.00091217]][[ 0.99996471]]
46 58.0 0.0136741973841 63.3124602361 1.0[[ 0.10854868]][[ 0.99999463]][[ 0.99999833]][[ 0.81578864]][[ 0.00042568]][[ 0.99998927]]
121 72.0 0.0233410493827 197.789429212 1.05882352941[[ 0.11630215]][[ 0.99998969]][[ 0.99999821]][[ 0.9050624]][[ 0.00045609]][[ 0.99997937]]
134 62.0 0.0348595213319 278.646493573 1.0[[ 0.12405563]][[ 0.99998915]][[ 0.99999809]][[ 0.9036135]][[ 0.00048649]][[ 0.9999783]]
111 66.0 0.0254820936639 252.988207686 1.06451612903[[ 0.15506954]][[ 0.99999016]][[ 0.99999762]][[ 0.86206777]][[ 0.00060812]][[ 0.99998033]]
52 42.0 0.0294784580499 179.81756618 1.0[[ 0.06978129]][[ 0.99999505]][[ 0.99999893]][[ 0.87837784]][[ 0.00027365]][[ 0.9999901]]
56 46.0 0.0264650283554 258.454719868 1.0[[ 0.07753477]][[ 0.99999463]][[ 0.99999881]][[ 0.8749994]][[ 0.00030406]][[ 0.99998927]]
186 94.0 0.0210502489814 102.799676187 1.11904761905[[ 0.19383692]][[ 0.99998456]][[ 0.99999702]][[ 0.8931609]][[ 0.00076014]][[ 0.99996912]]
128 62.0 0.0332986472425 259.775796079 1.0[[ 0.15506954]][[ 0.99998927]][[ 0.99999762]][[ 0.87499881]][[ 0.00060812]][[ 0.99997854]]
78 44.0 0.0402892561983 164.124947971 1.0[[ 0.09304172]][[ 0.99999326]][[ 0.99999857]][[ 0.8811874]][[ 0.00036487]][[ 0.99998653]]
68 48.0 0.0295138888889 245.759799831 1.04347826087[[ 0.13180911]][[ 0.99999344]][[ 0.99999797]][[ 0.81720329]][[ 0.0005169]][[ 0.99998688]]
139 62.0 0.0361602497399 78.1081384193 1.03333333333[[ 0.11630215]][[ 0.99998891]][[ 0.99999821]][[ 0.91227981]][[ 0.00045609]][[ 0.99997782]]
97 56.0 0.030931122449 205.393860665 1.12[[ 0.1007952]][[ 0.99999171]][[ 0.99999845]][[ 0.89682462]][[ 0.00039528]][[ 0.99998343]]
137 74.0 0.0250182615047 103.455979625 1.05714285714[[ 0.19383692]][[ 0.99998808]][[ 0.99999702]][[ 0.85714137]][[ 0.00076014]][[ 0.99997615]]
13 40.0 0.008125 318.629688885 1.0[[ 0.10854868]][[ 0.99999714]][[ 0.99999833]][[ 0.58823446]][[ 0.00042568]][[ 0.99999428]]
171 80.0 0.02671875 52.7923106849 1.0[[ 0.24811126]][[ 0.99998545]][[ 0.99999618]][[ 0.8490547]][[ 0.00097299]][[ 0.99997091]]
200 78.0 0.0328731097962 119.987369431 1.05405405405[[ 0.12405563]][[ 0.99998474]][[ 0.99999809]][[ 0.93333238]][[ 0.00048649]][[ 0.99996948]]
84 48.0 0.0364583333333 27.3701464326 1.0[[ 0.06978129]][[ 0.99999296]][[ 0.99999893]][[ 0.91743066]][[ 0.00027365]][[ 0.99998593]]
17 22.0 0.0351239669421 441.296860078 1.0[[ 0.05427434]][[ 0.99999785]][[ 0.99999917]][[ 0.75862027]][[ 0.00021284]][[ 0.99999571]]
46 36.0 0.0354938271605 500.34189511 1.0[[ 0.07753477]][[ 0.99999553]][[ 0.99999881]][[ 0.84615325]][[ 0.00030406]][[ 0.99999106]]
99 54.0 0.033950617284 175.812733587 1.0[[ 0.14731606]][[ 0.9999913]][[ 0.99999773]][[ 0.85039257]][[ 0.00057771]][[ 0.99998259]]
51 42.0 0.0289115646259 201.928457762 1.0[[ 0.12405563]][[ 0.99999469]][[ 0.99999809]][[ 0.78082096]][[ 0.00048649]][[ 0.99998939]]
18 22.0 0.0371900826446 594.301098859 1.0[[ 0.06202782]][[ 0.99999773]][[ 0.99999905]][[ 0.73333286]][[ 0.00024325]][[ 0.99999547]]
163 102.0 0.0156670511342 206.730557737 1.18604651163[[ 0.24035779]][[ 0.99998533]][[ 0.9999963]][[ 0.85581211]][[ 0.00094258]][[ 0.99997067]]
75 56.0 0.0239158163265 35.8351958463 1.0[[ 0.07753477]][[ 0.9999932]][[ 0.99999881]][[ 0.90384556]][[ 0.00030406]][[ 0.99998641]]
20 28.0 0.0255102040816 394.884075887 1.0[[ 0.06202782]][[ 0.99999744]][[ 0.99999905]][[ 0.77142809]][[ 0.00024325]][[ 0.99999487]]
81 46.0 0.0382797731569 223.998252536 1.0[[ 0.12405563]][[ 0.99999279]][[ 0.99999809]][[ 0.84761809]][[ 0.00048649]][[ 0.99998557]]
157 72.0 0.0302854938272 105.118558901 1.0[[ 0.18608345]][[ 0.999987]][[ 0.99999714]][[ 0.87628723]][[ 0.00072974]][[ 0.99997401]]
102 58.0 0.0303210463734 63.3606210532 1.0[[ 0.12405563]][[ 0.99999118]][[ 0.99999809]][[ 0.87878692]][[ 0.00048649]][[ 0.99998235]]
23 26.0 0.0340236686391 83.741592804 1.0[[ 0.06202782]][[ 0.99999732]][[ 0.99999905]][[ 0.78378331]][[ 0.00024325]][[ 0.99999463]]
137 66.0 0.03145087236 48.3842874591 1.0[[ 0.14731606]][[ 0.99998867]][[ 0.99999773]][[ 0.88888776]][[ 0.00057771]][[ 0.99997734]]
213 92.0 0.0251654064272 53.153151275 1.06976744186[[ 0.20934388]][[ 0.99998289]][[ 0.99999678]][[ 0.89615224]][[ 0.00082096]][[ 0.99996578]]
94 60.0 0.0261111111111 39.0862597471 1.0[[ 0.12405563]][[ 0.99999159]][[ 0.99999809]][[ 0.87199905]][[ 0.00048649]][[ 0.99998319]]
85 62.0 0.0221123829344 105.34805154 1.0[[ 0.1007952]][[ 0.99999225]][[ 0.99999845]][[ 0.88888811]][[ 0.00039528]][[ 0.9999845]]
9 26.0 0.0133136094675 261.56103416 1.0[[ 0.05427434]][[ 0.99999821]][[ 0.99999917]][[ 0.69565176]][[ 0.00021284]][[ 0.99999642]]
164 72.0 0.0316358024691 189.126031979 1.0[[ 0.16282302]][[ 0.99998676]][[ 0.9999975]][[ 0.89552114]][[ 0.00063852]][[ 0.99997353]]
88 48.0 0.0381944444444 324.54525993 1.0[[ 0.11630215]][[ 0.99999237]][[ 0.99999821]][[ 0.86725574]][[ 0.00045609]][[ 0.99998474]]
115 52.0 0.0425295857988 214.713855013 1.0[[ 0.13956259]][[ 0.99999046]][[ 0.99999785]][[ 0.87323836]][[ 0.0005473]][[ 0.99998092]]
49 40.0 0.030625 122.841229026 1.0[[ 0.09304172]][[ 0.99999511]][[ 0.99999857]][[ 0.82857071]][[ 0.00036487]][[ 0.99999022]]
79 42.0 0.0447845804989 191.124270885 1.0[[ 0.08528825]][[ 0.99999332]][[ 0.99999869]][[ 0.89108845]][[ 0.00033446]][[ 0.99998665]]
106 50.0 0.0424 318.198347054 1.0[[ 0.12405563]][[ 0.99999118]][[ 0.99999809]][[ 0.87878692]][[ 0.00048649]][[ 0.99998235]]
55 38.0 0.0380886426593 268.65977542 1.0[[ 0.08528825]][[ 0.99999487]][[ 0.99999869]][[ 0.85333268]][[ 0.00033446]][[ 0.99998975]]
85 50.0 0.034 228.730264796 1.0[[ 0.12405563]][[ 0.99999243]][[ 0.99999809]][[ 0.8558549]][[ 0.00048649]][[ 0.99998486]]
100 48.0 0.0434027777778 174.530085488 1.0[[ 0.13180911]][[ 0.99999153]][[ 0.99999797]][[ 0.86399899]][[ 0.0005169]][[ 0.99998307]]
179 76.0 0.0309903047091 209.095176783 1.0[[ 0.19383692]][[ 0.99998551]][[ 0.99999702]][[ 0.88531961]][[ 0.00076014]][[ 0.99997103]]
156 62.0 0.0405827263267 114.852523901 1.03333333333[[ 0.10854868]][[ 0.99998796]][[ 0.99999833]][[ 0.92553108]][[ 0.00042568]][[ 0.99997591]]
138 68.0 0.0298442906574 211.169583732 1.0303030303[[ 0.14731606]][[ 0.99998855]][[ 0.99999773]][[ 0.89017228]][[ 0.00057771]][[ 0.99997711]]
60 42.0 0.0340136054422 189.353853841 1.0[[ 0.11630215]][[ 0.99999422]][[ 0.99999821]][[ 0.81707228]][[ 0.00045609]][[ 0.99998843]]
60 46.0 0.0283553875236 229.845378489 1.0[[ 0.1007952]][[ 0.99999422]][[ 0.99999845]][[ 0.84523732]][[ 0.00039528]][[ 0.99998843]]
196 78.0 0.0322156476003 202.594901852 1.08333333333[[ 0.16282302]][[ 0.99998468]][[ 0.9999975]][[ 0.9110157]][[ 0.00063852]][[ 0.99996936]]
141 68.0 0.0304930795848 192.270936741 1.0625[[ 0.13180911]][[ 0.99998849]][[ 0.99999797]][[ 0.90340808]][[ 0.0005169]][[ 0.99997699]]
72 48.0 0.03125 287.921553741 1.0[[ 0.10854868]][[ 0.99999338]][[ 0.99999833]][[ 0.85566927]][[ 0.00042568]][[ 0.99998676]]
156 68.0 0.0337370242215 169.589636277 1.0625[[ 0.13180911]][[ 0.9999876]][[ 0.99999797]][[ 0.91099375]][[ 0.0005169]][[ 0.9999752]]
122 76.0 0.0211218836565 130.006761147 1.0[[ 0.20934388]][[ 0.99998879]][[ 0.99999678]][[ 0.83229653]][[ 0.00082096]][[ 0.99997758]]
51 46.0 0.0241020793951 64.1939635436 1.0[[ 0.06978129]][[ 0.99999499]][[ 0.99999893]][[ 0.87999946]][[ 0.00027365]][[ 0.99998998]]
16 26.0 0.0236686390533 114.634828143 1.0[[ 0.06202782]][[ 0.99999773]][[ 0.99999905]][[ 0.73333286]][[ 0.00024325]][[ 0.99999547]]
100 78.0 0.0164365548981 90.1943248776 1.0[[ 0.17832997]][[ 0.99999028]][[ 0.99999726]][[ 0.83571291]][[ 0.00069933]][[ 0.99998056]]
294 92.0 0.0347353497164 200.170223729 1.06976744186[[ 0.17057649]][[ 0.99997836]][[ 0.99999738]][[ 0.93548256]][[ 0.00066893]][[ 0.99995672]]
107 54.0 0.0366941015089 219.943675793 1.0[[ 0.10854868]][[ 0.99999112]][[ 0.99999833]][[ 0.89629546]][[ 0.00042568]][[ 0.99998223]]
87 50.0 0.0348 316.666613917 1.04166666667[[ 0.11630215]][[ 0.99999237]][[ 0.99999821]][[ 0.86725574]][[ 0.00045609]][[ 0.99998474]]
295 116.0 0.0219233055886 33.1882969437 1.05454545455[[ 0.21709736]][[ 0.99997723]][[ 0.99999666]][[ 0.92090229]][[ 0.00085136]][[ 0.99995445]]
137 82.0 0.0203747769185 118.058991628 1.025[[ 0.1007952]][[ 0.99998855]][[ 0.99999845]][[ 0.92737353]][[ 0.00039528]][[ 0.99997711]]
