37 30.0 0.0411111111111 1.49320528519 1.0
36 28.0 0.0459183673469 3.83364889532 1.0
134 62.0 0.0348595213319 25.4220439187 1.06896551724
103 56.0 0.0328443877551 65.8875536449 1.03703703704
42 40.0 0.02625 45.4625234817 1.0
83 52.0 0.0306952662722 76.9668219579 1.0
15 22.0 0.0309917355372 179.835290311 1.0
69 40.0 0.043125 161.823210656 1.0
54 34.0 0.0467128027682 128.643421503 1.0
45 34.0 0.0389273356401 247.646627799 1.0
84 48.0 0.0364583333333 131.06484735 1.0
89 48.0 0.0386284722222 150.114918818 1.0
108 58.0 0.0321046373365 151.852741621 1.0
121 60.0 0.0336111111111 192.322980749 1.07142857143
137 58.0 0.0407253269917 194.917248674 1.0
9 32.0 0.0087890625 371.723092143 1.0
90 50.0 0.036 191.338278354 1.0
19 32.0 0.0185546875 187.448553381 1.0
57 40.0 0.035625 483.423835944 1.0
13 20.0 0.0325 816.391579041 1.0
143 62.0 0.0372008324662 185.572608231 1.0
95 50.0 0.038 302.705199704 1.0
152 76.0 0.0263157894737 158.282449755 1.08571428571
126 80.0 0.0196875 148.703098861 1.14285714286
154 60.0 0.0427777777778 67.3856965467 1.0
116 66.0 0.0266299357208 32.5516054722 1.03125
67 42.0 0.0379818594104 113.877438256 1.0
150 72.0 0.0289351851852 114.685155718 1.0
43 34.0 0.0371972318339 289.314285292 1.0
110 52.0 0.0406804733728 96.5506972755 1.0
402 106.0 0.0357778568886 63.0031452628 1.0
280 102.0 0.0269127258747 58.3936111694 1.10869565217
72 60.0 0.02 132.686020907 1.07142857143
253 92.0 0.0298913043478 58.6366891374 1.0
51 40.0 0.031875 415.290682659 1.0
84 50.0 0.0336 156.615497173 1.0
32 28.0 0.0408163265306 273.539719792 1.0
240 82.0 0.0356930398572 153.75465075 1.0
92 52.0 0.0340236686391 294.317378782 1.0
44 32.0 0.04296875 72.2872929482 1.0
175 78.0 0.0287639710717 217.957037579 1.05405405405
140 68.0 0.030276816609 27.0122524177 1.0
154 66.0 0.0353535353535 38.9814219879 1.0
134 64.0 0.03271484375 86.8140079535 1.03225806452
260 102.0 0.0249903883122 160.738449447 1.08510638298
86 52.0 0.0318047337278 456.144106836 1.0
60 38.0 0.0415512465374 255.855115399 1.0
14 22.0 0.0289256198347 376.947375933 1.0
247 98.0 0.0257184506456 122.346386195 1.13953488372
22 28.0 0.0280612244898 410.592403009 1.0
203 82.0 0.0301903628792 162.361402728 1.0
86 50.0 0.0344 211.308290604 1.0
21 26.0 0.0310650887574 454.325085334 1.0
77 44.0 0.0397727272727 24.1136940947 1.0
124 84.0 0.0175736961451 62.9199148849 1.0243902439
166 74.0 0.0303140978817 163.366329331 1.0
31 30.0 0.0344444444444 193.45233397 1.0
69 44.0 0.0356404958678 348.522820672 1.0
95 70.0 0.019387755102 236.865862041 1.0
171 74.0 0.0312271731191 204.627095011 1.0
